X1,X2,Y
0.8759911659294626,6.513551697132527,0.0
3.062649860570361,6.316879636216698,0.0
1.927925844877474,4.561872260748605,0.0
1.7067814503500427,6.9402866666986505,0.0
3.4130108018350236,6.403403814838253,0.0
2.938448992684611,5.98610205985002,0.0
0.851477860345855,4.507232035325684,0.0
5.231125604912596,5.833584759193209,0.0
3.0096652730124576,6.598051977696912,0.0
5.673515794610974,4.418815649338891,0.0
4.813399309745614,7.9326190266591565,0.0
0.5876613265454389,7.67369922989427,0.0
3.221421682136038,6.495008081788407,0.0
3.202593870044724,5.132817764158661,0.0
3.8270880566381216,8.095188444999527,0.0
0.49731704861998294,5.498018495280247,0.0
2.92663578785373,5.209427682344405,0.0
3.247978312313267,6.382471640421292,0.0
2.211999965225619,7.219965652684956,0.0
4.381248063971512,6.392793671346656,0.0
2.857139209730669,4.839757166753905,0.0
4.056798721412228,5.0664996753113,0.0
1.9996256869225018,6.4977386092232265,0.0
1.8620660056674645,3.605081131233946,0.0
2.9729243994148806,3.766364546951756,0.0
1.5173938591416518,6.352256372605241,0.0
4.444894647600041,4.15842151506385,0.0
1.9179081573832293,6.8296783615498065,0.0
3.6327732838736626,5.523033824585711,0.0
2.2196022459704086,7.073859177574007,0.0
3.9050756052208135,6.140242915056482,0.0
2.5764109817554464,8.077287112915984,0.0
2.570337780394885,7.4026440605866455,0.0
2.5643734563353346,7.630462882750669,0.0
3.011250992844619,7.2720967540871495,0.0
1.0438389597569548,7.100226166285865,0.0
4.167888380193045,5.992654337000141,0.0
2.315639989344099,6.278096386664877,0.0
3.004182484046368,6.599572197684621,0.0
1.7841362625814747,4.423325714250027,0.0
1.8815051231109177,4.507557132548636,0.0
2.880023412946225,5.626003020191096,0.0
3.980147827098225,5.178325714467763,0.0
5.230436186028665,6.190569453250158,0.0
1.9166872103976162,7.409521870250686,0.0
3.927066232938324,5.113475209727902,0.0
1.3498658430172448,6.094832432592477,0.0
1.5804102986482909,8.843038959677553,0.0
2.6455503505214533,7.948479839173364,0.0
2.0811229989174165,6.666818217479159,0.0
3.227628639012285,5.612728785797242,0.0
1.589990627329823,5.578245812820062,0.0
2.747752093318102,6.4717975171567845,0.0
1.1874632822715812,6.244763375366967,0.0
1.954764244083643,4.737443290855186,0.0
3.605705970132326,4.318349292296556,0.0
2.0633434346877064,5.570958533049341,0.0
1.3447660925792686,7.970332995948063,0.0
1.7140941297203005,3.539940194935958,0.0
4.161593477025926,7.177608027283544,0.0
2.8675209150660024,9.31326845157184,0.0
3.75208295238294,6.5253262770861555,0.0
3.8605718375832634,6.659830098629915,0.0
3.855387788292188,7.814106235600359,0.0
1.702068119813089,4.9522935580595995,0.0
3.1617440672386397,6.76361648502527,0.0
4.071627895126775,5.389498548352662,0.0
1.4612986296361417,5.761102725882263,0.0
1.5722026265928517,3.875261625538649,0.0
3.5208478897510203,7.899444415039019,0.0
4.220409930663866,6.658673463810909,0.0
1.4594783890378602,5.543976697265193,0.0
4.631908336704125,6.187694586273044,0.0
3.596342379441121,6.976573661213004,0.0
3.4599361696266526,5.016501135028448,0.0
2.8962082120854866,4.5848526604676625,0.0
1.8854500009423139,5.6906312105661865,0.0
3.8669651005991628,4.091955305447103,0.0
4.214350489894366,7.4389331482242955,0.0
0.3689722852728403,2.3650246164623154,0.0
3.4199050936073205,6.9435149923759,0.0
3.8793298483959666,5.469170316046884,0.0
1.7314705330001956,5.230751385955222,0.0
1.891964699247062,5.181761413213245,0.0
1.875942275985826,6.750201771279433,0.0
1.9385431005043852,5.474456988990252,0.0
2.292329194437845,6.523284293215131,0.0
5.863141172259683,5.317136333114037,0.0
4.677485822758935,7.3129982344104585,0.0
3.2896947902228537,8.724594036223674,0.0
4.844234897762472,4.92592915423439,0.0
3.006721347321264,5.6509462257837,0.0
2.075701795052702,5.38350804789719,0.0
2.378589419309697,6.158134763422986,0.0
4.6888843331379295,6.723866300921379,0.0
2.9698514524085513,6.920247403860275,0.0
3.8010431075008415,5.76112330709736,0.0
3.159923867145974,3.1951143797135626,0.0
2.895592657450482,4.525176846593127,0.0
1.4033793388604867,6.329193235927505,0.0
4.279759817453931,7.2917696690464915,0.0
2.898714382907078,6.080037384281945,0.0
2.604859665656907,6.348065858805521,0.0
2.889966446553654,7.352674765008104,0.0
5.107134455574425,5.517037314670294,0.0
4.113206395531932,6.034024941133759,0.0
3.906334094493168,5.341787451093323,0.0
2.098276852639856,5.91377670239315,0.0
1.5283825153567747,5.903296510642352,0.0
4.032232147553789,7.015258057151273,0.0
5.264544795453503,6.825542884267247,0.0
1.627920511825147,7.1326642195279035,0.0
2.3094440911162786,8.307007240342312,0.0
1.6158304199098368,8.851809047079898,0.0
3.1027001325287964,5.013966205376507,0.0
5.2652802684809,7.365594511300913,0.0
3.48145469104728,6.309473675791186,0.0
4.680508061311031,6.010685402278428,0.0
3.4878579535990837,5.995095534049142,0.0
4.998158581335524,6.402311567039255,0.0
2.79603712913554,3.364871559128228,0.0
1.5648602396260813,6.429209946600938,0.0
1.9327260136342643,5.2572065976942906,0.0
0.43201739275340634,5.686892543675484,0.0
3.3807687882166277,5.1129094158444754,0.0
4.96922478596395,6.361910507879702,0.0
2.470559172105025,5.139634124140947,0.0
2.9145042840548614,4.8206165040869555,0.0
2.502455790148765,6.646262844071025,0.0
6.097153000919279,6.333102636573882,0.0
2.837144782914357,6.370771911505376,0.0
3.8167233359021595,4.86864616974025,0.0
3.7678260149913374,7.6772496001422486,0.0
6.085750663395933,4.270627943114107,0.0
2.1504048821357076,7.540141601748221,0.0
3.0332923907844753,6.57412601743004,0.0
3.758472343244308,6.205349380521792,0.0
3.9331951297620824,7.957047815781257,0.0
5.299319024244362,4.5317393914038515,0.0
3.8264538541622293,5.845573617856396,0.0
2.9379365729950653,8.154752020321995,0.0
3.175020011456981,7.070330686445376,0.0
1.2541961815853055,6.470873958930088,0.0
2.809691891864664,4.115422655833694,0.0
1.849782633929437,8.527747868188769,0.0
2.4448646031700463,4.85176628684639,0.0
2.174658255412165,7.878550576064785,0.0
3.3985032123348153,8.873437232674569,0.0
1.3109152791844925,5.056610075372032,0.0
0.2510859477295062,4.512722333713734,0.0
3.49592386217894,5.38732678389222,0.0
2.939601689789932,7.885883401430903,0.0
3.3535916142608198,5.765016379578657,0.0
4.179838090755249,7.965683792676524,0.0
2.256984833198655,6.544625695337645,0.0
4.309337398815983,6.350268475833806,0.0
3.746072022556911,7.724223409314417,0.0
1.0774978415489214,5.190113236822614,0.0
3.5078338577991874,6.693033688868641,0.0
4.320678975078663,6.584479893325249,0.0
4.497152934170737,6.365402023649881,0.0
5.289999180632144,5.331086784785979,0.0
4.255209993006321,7.150369064296668,0.0
3.568555663688737,5.601079873670576,0.0
2.801644720617294,4.549498490989685,0.0
3.295374037203419,7.909893757869609,0.0
4.652786445461372,7.475611065170496,0.0
5.418770081484938,7.598245510518974,0.0
4.842183684307155,4.350655580234231,0.0
2.9344239623381836,6.247166398137502,0.0
2.9915763539908857,6.010904109302433,0.0
2.6452005619719405,5.6961961772269145,0.0
1.4359395020309151,5.254874344952503,0.0
3.838467309988595,7.53887982146925,0.0
5.359790617167872,5.94169145338798,0.0
3.692368256387896,4.194070846038578,0.0
5.085065927112114,5.51422385662401,0.0
3.179910578649082,6.090389228848481,0.0
4.306668575675704,5.3493444025764125,0.0
6.094138425600082,7.430395573532131,0.0
3.135542514172046,6.76378983928748,0.0
2.4055107990138285,5.964777607868858,0.0
2.536663354811428,3.979184593865569,0.0
