X1,X2,Y
1.9243354435148523,9.050383971650664,0.0
1.9516672440046876,9.872968963595909,0.0
4.310571090329936,6.41840445438724,0.0
1.8448884861558905,7.139527962739303,0.0
2.2618776210193294,7.546587981596652,0.0
4.255723288551712,4.401835657226322,0.0
3.222363446251589,5.600149458345488,0.0
2.3330294097750173,4.385184624625591,0.0
4.500896041817761,4.619062920668082,0.0
3.662539155299191,5.767066594928892,0.0
1.3322923381788903,6.953417471343734,0.0
3.269985867708213,6.713436109619606,0.0
2.813072845183943,4.857503501905217,0.0
3.8211829570717333,5.3328479362743675,0.0
5.316294956560682,6.862642146674114,0.0
4.501009022220414,7.8546518975594966,0.0
4.30916499838176,6.586578627099686,0.0
2.0241405235478753,5.9081177619761585,0.0
3.374052011361668,7.791842130123587,0.0
4.560621735226638,7.593501433881394,0.0
1.7797244761577695,6.034258326267957,0.0
2.678335367110065,3.471189263114617,0.0
3.709855185888519,8.459456721057386,0.0
4.8532993174223105,4.0465607261559375,0.0
1.90920624865618,5.870509901761216,0.0
2.1573797398143637,6.710028484594059,0.0
3.1591838907363066,6.432335710588226,0.0
4.23149341688488,3.4145094300001437,0.0
3.718658612161155,6.081288717670088,0.0
2.51640730569082,6.45816893465746,0.0
0.22286908593915689,6.465269143615586,0.0
2.6676601883861983,3.6681884611552307,0.0
2.593211994698599,6.10810838728253,0.0
3.282298142699861,5.951990041977317,0.0
1.5140561568803226,5.635463728595558,0.0
2.5167586583708195,5.967406020648133,0.0
3.0508365477065094,6.9477732730106965,0.0
1.86923951055435,7.175125559387612,0.0
2.6008197847266485,5.757010727698484,0.0
2.314600538199025,8.06960698755166,0.0
1.723955267455879,4.073989811387371,0.0
2.4884063015560205,3.9609646644038308,0.0
2.925474901245365,7.49116399981321,0.0
1.930747702600176,6.322323720393786,0.0
3.9650891350760746,6.933707277091733,0.0
5.344408333291321,7.400881074765911,0.0
3.4192405172454428,5.796299188307078,0.0
4.538284687546742,6.8292522557380755,0.0
3.319493035621608,6.482881087002001,0.0
2.974617074878611,5.423811690419454,0.0
2.6190122185305817,6.213162845897793,0.0
6.062860713131103,7.5806870624894644,0.0
4.218223800628293,4.859728514029919,0.0
3.4423749244144672,6.957289720761876,0.0
3.4402046674299207,8.344559089473059,0.0
5.219042826789803,6.070117327984102,0.0
3.3962202423559242,4.994673373009388,0.0
2.846248592016922,3.8758033485110333,0.0
3.899323617871292,6.38212055370814,0.0
4.035597195615628,6.820974843160589,0.0
2.8736801169994237,5.651477261791175,0.0
1.1499636189637006,6.134505530833798,0.0
3.6636286536422196,5.86730101299711,0.0
2.424450730677758,6.294555223778064,0.0
2.0167250858180727,7.44105451669251,0.0
2.463591632568968,4.771161080081523,0.0
4.390750798843873,6.027859170770374,0.0
3.309781797902343,6.802942399315967,0.0
2.313736719467796,5.408780886813876,0.0
2.1692391559647652,7.7451935316669225,0.0
3.444665262905497,4.575544672944181,0.0
4.154252353059793,5.0262247214578775,0.0
5.849491064485415,7.108609517641389,0.0
5.104300144086867,3.6199105473058433,0.0
2.8322004423632015,5.325418669427934,0.0
4.074614018371308,8.505231132033149,0.0
3.0870060132559,7.841334666901482,0.0
3.415914251702284,5.8009668522191085,0.0
1.33779442321208,6.971136116139346,0.0
3.1232156910728124,3.0494094421277667,0.0
3.0910251963109543,5.68114369414082,0.0
2.3446556170566804,5.316624277984769,0.0
5.627323307989375,6.9444578125163,0.0
3.096256963590561,5.007408554707771,0.0
3.3003366013514572,6.357044538746526,0.0
3.0543146701128285,1.7938395937089728,0.0
4.481724692949892,6.9777451219352296,0.0
